BHK,Rent,Size,City,Bathroom,Area Type_Carpet Area,Area Type_Super Area,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Floor Number,Total Floors
3,25000,1000,4,1,0,1,1,0,0,1,2,4
1,2200,700,4,1,0,1,1,0,0,1,1,3
1,3300,175,4,1,0,1,1,0,0,1,0,2
1,5000,450,4,1,0,1,1,0,1,0,0,1
3,60000,1700,4,3,1,0,0,0,1,0,1,3
2,6000,425,4,1,1,0,1,0,0,1,2,3
3,7000,900,4,3,0,1,1,0,1,0,1,2
1,5000,400,4,1,1,0,1,0,0,1,4,4
2,11000,600,4,1,0,1,1,0,0,1,0,2
2,10000,721,4,2,0,1,1,0,0,0,3,4
3,22000,1150,4,2,1,0,1,0,0,1,1,2
3,65000,2210,4,3,1,0,1,0,0,1,0,2
2,7500,675,4,1,0,1,1,0,0,1,0,2
2,45000,1320,4,2,0,1,1,0,0,0,0,2
1,5000,250,4,1,1,0,1,0,0,1,0,2
2,12000,720,4,2,0,1,0,0,0,1,0,1
5,25000,1880,4,2,1,0,0,0,0,1,2,2
3,18000,850,4,3,1,0,1,0,1,0,1,1
2,25000,1050,4,2,1,0,1,0,0,1,1,1
1,25000,320,5,1,0,1,1,0,1,0,2,7
2,70000,750,5,2,1,0,1,0,0,0,4,10
1,45000,450,5,1,1,0,1,0,0,0,7,10
3,75000,1100,5,3,1,0,0,1,0,1,2,13
1,14000,640,5,1,0,1,1,0,0,0,6,7
1,60000,650,5,1,0,1,0,0,0,1,4,7
2,160000,800,5,2,1,0,1,0,0,1,14,14
4,300000,1600,5,5,1,0,1,0,1,0,43,78
1,22000,460,5,1,0,1,1,0,0,1,2,8
4,130000,1650,5,4,1,0,1,0,1,0,13,18
1,33000,480,5,2,1,0,0,0,1,0,2,4
1,32000,500,5,2,1,0,0,0,0,0,1,4
1,30000,490,5,2,1,0,0,0,1,0,2,4
1,49000,620,5,1,0,1,1,0,0,0,2,3
2,28000,518,5,2,1,0,1,0,1,0,5,12
2,33500,700,5,2,1,0,1,0,1,0,4,7
2,85000,777,5,2,1,0,1,0,1,0,18,24
2,35000,650,5,2,1,0,0,1,0,1,6,7
3,270000,1800,5,4,1,0,1,0,1,0,3,7
5,400000,2308,5,5,1,0,0,1,0,0,17,31
1,21000,425,5,2,1,0,1,0,0,1,11,21
2,150000,890,5,2,1,0,0,0,0,1,7,19
1,22000,270,5,1,0,1,1,0,0,1,14,23
2,100000,850,5,2,1,0,0,0,1,0,4,7
2,60000,888,5,2,1,0,1,0,1,0,9,20
2,8000,650,5,2,1,0,0,1,1,0,0,9
1,20000,275,5,1,1,0,0,0,0,1,19,24
2,20000,700,5,2,1,0,0,1,1,0,3,21
1,25000,375,5,1,0,1,1,0,0,1,1,22
1,14000,424,5,1,0,1,1,0,1,0,3,7
1,19411,400,5,2,0,1,1,0,0,0,8,8
1,23000,450,5,1,1,0,1,0,0,0,6,12
4,190000,2079,5,5,1,0,1,0,1,0,4,58
2,32000,586,5,1,0,1,1,0,1,0,0,4
2,68000,610,5,2,1,0,1,0,0,0,1,5
1,30000,488,5,2,1,0,1,0,1,0,0,16
3,110000,1200,5,3,1,0,1,0,1,0,60,66
2,44000,722,5,2,1,0,1,0,1,0,34,48
1,20000,450,5,1,1,0,1,0,0,1,5,8
1,25000,500,5,2,0,1,1,0,1,0,2,8
2,40000,680,5,2,1,0,0,0,0,0,5,14
2,43000,1150,5,2,1,0,1,0,0,1,14,40
2,44000,830,5,2,1,0,0,0,0,0,2,2
1,75000,550,5,1,1,0,1,0,0,0,5,7
1,32000,470,5,2,1,0,0,1,1,0,6,7
1,16000,410,5,2,1,0,0,1,1,0,9,22
2,65000,710,5,2,1,0,1,0,1,0,11,14
2,45000,750,5,2,1,0,1,0,1,0,12,18
2,57000,800,5,2,1,0,1,0,0,1,6,7
1,27000,435,5,2,1,0,1,0,0,1,3,7
1,57000,500,5,1,1,0,1,0,1,0,26,44
2,55000,800,5,2,1,0,1,0,0,0,1,8
1,40000,540,5,2,1,0,0,1,1,0,2,4
2,95000,1050,5,2,1,0,1,0,0,1,25,42
2,85000,700,5,2,1,0,1,0,1,0,25,41
4,300000,1600,5,4,1,0,1,0,1,0,53,78
2,80000,600,5,1,1,0,1,0,0,0,2,5
1,13000,300,5,2,0,1,1,0,0,1,0,7
1,28000,550,5,2,1,0,0,0,0,1,3,4
3,89000,932,5,3,1,0,1,0,1,0,14,20
1,28000,450,5,2,1,0,1,0,0,1,13,20
2,13000,600,5,2,1,0,1,0,0,1,2,4
1,24000,424,5,2,1,0,1,0,0,1,16,23
2,38000,560,5,2,1,0,0,0,0,0,0,3
1,32000,450,5,2,1,0,0,0,0,1,10,18
4,350000,3000,5,5,1,0,1,0,1,0,39,60
1,40000,600,5,2,1,0,0,1,0,0,3,7
3,150000,1400,5,3,1,0,0,0,0,0,16,21
2,45000,630,5,2,1,0,0,0,0,1,10,32
3,170000,1400,5,3,1,0,1,0,0,1,4,8
1,30000,320,5,1,0,1,0,1,0,0,12,24
2,210000,1000,5,2,1,0,0,0,0,1,4,8
3,75000,1150,5,3,1,0,1,0,0,1,32,41
2,47000,751,5,2,1,0,0,1,1,0,3,30
2,14000,570,5,2,1,0,0,1,0,0,4,7
2,55000,696,5,2,1,0,1,0,1,0,13,21
4,120000,1600,5,4,1,0,0,1,0,1,9,29
3,300000,2500,5,3,1,0,0,0,1,0,47,89
3,70000,1150,5,3,1,0,1,0,0,1,7,41
3,150000,1500,5,4,1,0,1,0,1,0,7,10
3,62000,950,5,3,1,0,1,0,0,0,6,7
2,42000,750,5,2,1,0,0,0,0,1,11,21
2,130000,715,5,2,1,0,1,0,0,0,5,10
3,170000,1337,5,3,1,0,1,0,0,0,28,30
3,20000,737,5,3,1,0,0,0,1,0,13,15
2,41000,750,5,2,1,0,0,0,0,1,6,21
2,65000,760,5,2,1,0,1,0,1,0,4,7
2,50000,750,5,2,1,0,1,0,1,0,8,16
2,85000,650,5,2,1,0,0,0,1,0,2,6
2,50000,1000,5,2,0,1,1,0,1,0,4,7
1,30000,570,5,1,1,0,1,0,0,1,0,3
2,120000,900,5,2,1,0,0,1,1,0,5,19
2,60000,760,5,2,1,0,0,1,0,1,3,11
3,110000,1500,5,4,1,0,1,0,0,1,17,42
3,84500,1150,5,3,1,0,0,1,0,1,10,12
3,80000,1100,5,3,1,0,0,1,1,0,8,28
3,50000,1000,5,3,1,0,1,0,0,0,9,15
2,40000,720,5,2,1,0,0,0,0,1,14,22
1,34000,365,5,1,1,0,0,1,0,0,18,40
4,220000,2000,5,4,1,0,1,0,0,0,9,17
1,25000,400,5,1,1,0,1,0,0,1,2,13
3,150000,1330,5,4,1,0,1,0,1,0,12,45
3,85000,850,5,3,1,0,0,1,1,0,25,35
4,180000,2000,5,5,1,0,1,0,0,0,4,14
2,40000,700,5,2,1,0,1,0,1,0,2,6
2,50000,900,5,2,1,0,0,0,1,0,7,15
2,38000,650,5,2,1,0,0,1,0,0,10,16
4,310000,2600,5,4,1,0,0,1,0,1,0,20
2,50000,680,5,2,1,0,1,0,0,1,5,14
3,65000,950,5,3,1,0,1,0,1,0,0,9
4,210000,1783,5,3,1,0,1,0,1,0,5,20
3,150000,1330,5,3,1,0,1,0,0,1,0,40
1,32000,565,5,2,0,1,1,0,0,1,1,8
1,26000,450,5,1,1,0,1,0,0,1,4,8
2,60000,710,5,2,1,0,1,0,1,0,5,18
3,190000,1514,5,4,1,0,1,0,1,0,34,58
3,100000,1080,5,3,1,0,1,0,0,1,5,8
2,35000,700,5,2,1,0,0,1,0,1,5,8
3,68000,890,5,2,1,0,1,0,0,1,11,19
3,150000,1250,5,3,1,0,1,0,1,0,5,8
1,18000,300,5,1,0,1,1,0,1,0,4,6
2,55000,720,5,2,1,0,1,0,0,1,5,7
3,65000,825,5,3,1,0,0,1,0,0,20,22
2,80000,500,5,2,1,0,1,0,0,0,1,5
2,53000,750,5,2,1,0,1,0,1,0,12,19
2,80000,750,5,2,1,0,1,0,1,0,15,18
1,18000,360,5,1,1,0,1,0,0,0,3,7
4,250000,1545,5,5,1,0,0,1,1,0,65,78
1,17500,400,5,1,1,0,1,0,0,1,4,4
3,43000,750,5,2,1,0,0,1,0,1,6,16
1,13500,432,5,2,1,0,0,1,0,1,5,8
2,18000,780,5,2,1,0,0,1,0,1,17,22
2,75000,695,5,1,1,0,1,0,1,0,4,7
1,18000,375,5,1,1,0,1,0,0,1,6,24
3,160000,1095,5,3,1,0,1,0,1,0,40,75
1,32000,475,5,2,1,0,0,1,1,0,4,4
2,55000,790,5,2,1,0,1,0,0,1,9,15
2,47000,661,5,2,1,0,1,0,1,0,19,38
2,35000,700,5,2,1,0,1,0,1,0,5,7
1,15000,420,5,1,1,0,0,1,1,0,6,7
2,50000,750,5,2,1,0,1,0,0,1,5,7
2,25500,950,5,3,0,1,1,0,1,0,0,4
5,350000,1880,5,5,1,0,0,1,0,0,15,31
3,55000,1350,5,3,1,0,1,0,0,0,11,28
1,25000,330,5,1,0,1,0,1,1,0,4,6
2,50000,750,5,2,1,0,1,0,0,1,8,16
2,65000,925,5,3,1,0,1,0,0,0,10,22
3,50000,1150,5,3,1,0,0,1,1,0,17,24
3,65000,1105,5,3,1,0,1,0,0,1,15,19
3,160000,1050,5,3,1,0,0,0,0,0,9,10
1,25000,410,5,1,1,0,0,0,1,0,4,8
1,32000,460,5,2,1,0,1,0,0,1,7,12
1,21000,600,5,1,0,1,1,0,1,0,2,2
1,20000,570,5,2,0,1,1,0,0,0,6,7
2,55000,720,5,2,1,0,1,0,0,0,8,20
1,32000,500,5,2,1,0,0,0,1,0,4,4
4,150000,1460,5,4,1,0,1,0,1,0,11,13
1,30000,415,5,2,1,0,0,0,0,1,5,8
3,150000,1400,5,3,1,0,1,0,1,0,6,12
1,27000,270,5,1,1,0,1,0,0,1,1,4
2,47000,585,5,2,1,0,1,0,1,0,7,8
4,150000,1755,5,4,1,0,0,1,0,1,9,19
1,27000,550,5,2,1,0,0,1,0,0,4,7
3,160000,1300,5,4,1,0,1,0,1,0,37,51
2,100000,1200,5,2,0,1,1,0,0,0,6,11
2,45002,600,5,2,1,0,1,0,1,0,9,17
2,48000,700,5,2,1,0,1,0,1,0,8,15
1,18000,385,5,1,1,0,1,0,0,1,11,20
1,7500,500,5,1,1,0,0,0,1,0,2,2
2,50000,850,5,2,1,0,1,0,1,0,10,23
3,55000,900,5,2,1,0,0,1,1,0,0,10
1,26000,400,5,1,1,0,1,0,0,1,4,7
2,17000,600,5,2,1,0,0,0,0,1,7,23
2,40000,750,5,2,1,0,0,1,1,0,5,8
2,43000,628,5,2,1,0,1,0,0,1,4,11
3,140000,1330,5,4,1,0,0,0,0,1,17,43
3,140000,1064,5,3,1,0,1,0,0,1,7,22
3,120000,1200,5,3,1,0,0,1,0,0,14,18
4,400000,2200,5,4,1,0,1,0,0,0,6,10
2,21000,630,5,2,1,0,0,1,1,0,8,12
2,40000,650,5,2,1,0,1,0,0,1,3,7
2,40000,845,5,2,0,1,1,0,0,0,7,8
3,230000,1915,5,3,0,1,1,0,1,0,3,18
2,20000,900,5,2,0,1,1,0,1,0,7,7
2,60000,807,5,2,1,0,0,0,0,1,14,58
2,35000,1100,5,2,0,1,1,0,1,0,0,3
3,300000,1600,5,5,0,1,1,0,1,0,18,23
2,6500,790,5,2,0,1,1,0,0,1,3,7
1,15000,380,5,1,1,0,1,0,0,1,19,19
2,38000,650,5,2,1,0,0,1,0,1,4,10
2,35000,800,5,2,1,0,0,1,1,0,9,20
2,32000,830,5,2,0,1,1,0,1,0,13,14
1,16000,410,5,1,1,0,0,0,0,1,0,4
1,33000,428,5,2,1,0,1,0,1,0,7,11
1,8500,550,5,1,0,1,1,0,1,0,3,5
2,60000,630,5,2,1,0,0,0,0,1,11,22
1,20000,550,5,2,0,1,0,0,0,1,5,7
1,38000,450,5,2,1,0,1,0,0,1,4,8
2,100000,750,5,2,1,0,1,0,0,1,0,30
2,65000,800,5,2,1,0,1,0,1,0,12,14
3,80000,1050,5,3,1,0,0,1,0,0,16,31
2,85000,850,5,2,1,0,0,0,0,0,1,8
4,600000,2500,5,4,1,0,1,0,1,0,12,13
3,150000,2000,5,3,1,0,1,0,0,0,6,7
3,130000,1330,5,4,1,0,1,0,1,0,11,51
3,55000,950,5,3,1,0,1,0,0,1,2,12
1,23000,435,5,2,1,0,0,0,1,0,9,22
3,95000,1300,5,4,1,0,0,0,1,0,8,16
2,40000,650,5,2,0,1,1,0,0,1,0,4
3,180000,1550,5,3,1,0,1,0,1,0,22,24
1,25000,380,5,1,1,0,1,0,1,0,3,4
4,140000,1454,5,4,1,0,1,0,0,1,7,14
2,55000,860,5,2,1,0,0,1,1,0,9,20
2,46000,680,5,2,1,0,1,0,1,0,4,7
1,22000,433,5,2,1,0,0,0,0,1,2,7
2,55100,710,5,2,1,0,1,0,1,0,10,22
2,65000,700,5,2,1,0,0,0,0,0,5,7
1,33000,550,5,1,1,0,1,0,0,1,0,4
4,320000,2700,5,5,1,0,1,0,1,0,10,12
1,33000,350,5,1,0,1,1,0,0,1,0,5
1,25000,490,5,1,0,1,1,0,1,0,7,8
3,300000,1225,5,3,1,0,1,0,0,0,5,13
3,100000,1286,5,5,1,0,1,0,0,1,7,21
1,33000,425,5,2,1,0,1,0,0,1,5,7
2,35000,550,5,2,1,0,0,0,1,0,7,7
3,130000,1224,5,3,1,0,0,1,0,1,14,21
3,80000,950,5,3,1,0,1,0,0,1,17,25
1,10000,425,5,2,1,0,0,0,1,0,9,14
3,92500,1000,5,3,1,0,1,0,0,0,6,7
2,57000,710,5,2,1,0,1,0,1,0,15,18
3,170000,1300,5,3,1,0,1,0,1,0,5,8
1,29999,433,5,2,1,0,1,0,1,0,8,20
2,42000,650,5,2,1,0,0,0,0,0,8,15
3,330000,1650,5,4,1,0,0,0,0,0,8,27
2,24000,600,5,1,0,1,1,0,1,0,1,5
2,35000,850,5,2,0,1,0,1,1,0,3,6
1,14000,305,5,1,1,0,0,0,0,1,6,24
2,45000,490,5,2,1,0,1,0,0,0,2,3
2,36000,690,5,2,1,0,0,0,1,0,4,8
2,53500,635,5,2,1,0,1,0,0,1,17,20
3,80000,1100,5,2,1,0,1,0,0,0,18,22
1,7500,250,5,1,0,1,1,0,0,1,1,7
3,140000,1200,5,3,1,0,1,0,0,0,9,30
2,95000,750,5,2,1,0,0,0,0,1,2,7
3,130000,1100,5,3,1,0,1,0,0,0,3,8
2,45000,700,5,2,1,0,1,0,1,0,4,7
2,110000,1150,5,2,1,0,1,0,0,1,11,26
3,120000,1379,5,3,1,0,1,0,0,1,17,27
1,60000,500,5,1,1,0,1,0,0,0,9,10
3,120000,1400,5,3,0,1,1,0,0,1,10,32
1,40000,390,5,1,1,0,1,0,0,1,4,12
2,50000,935,5,2,0,1,1,0,0,0,2,6
2,36000,535,5,2,1,0,1,0,0,1,12,16
3,150000,1250,5,3,1,0,1,0,1,0,6,12
4,230000,3700,5,4,1,0,1,0,0,0,5,20
1,25000,350,5,2,1,0,0,0,0,1,10,24
3,190000,1350,5,4,1,0,0,1,1,0,65,76
3,61000,1550,5,3,1,0,1,0,1,0,5,20
3,70000,1100,5,3,1,0,1,0,0,0,7,10
3,42000,950,5,3,1,0,1,0,0,1,5,7
1,27000,400,5,1,1,0,1,0,0,1,1,7
2,60000,700,5,2,1,0,0,0,0,0,3,4
3,85000,850,5,2,0,1,1,0,0,0,3,4
2,75000,900,5,2,1,0,1,0,0,0,7,9
3,200000,1208,5,3,1,0,0,0,0,1,5,14
3,170000,1150,5,3,1,0,1,0,1,0,8,12
3,180000,1600,5,4,1,0,1,0,1,0,17,60
2,55000,700,5,2,1,0,1,0,0,0,10,11
5,600000,3200,5,5,1,0,1,0,1,0,10,16
1,18000,330,5,1,0,1,1,0,0,1,20,22
1,19000,225,5,1,0,1,1,0,0,1,18,25
3,150000,1050,5,3,1,0,1,0,0,0,5,7
1,18500,225,5,1,1,0,0,0,1,0,4,7
1,35000,463,5,2,1,0,1,0,0,0,5,7
4,200000,1900,5,3,1,0,1,0,0,0,5,11
2,150000,1500,5,4,0,1,1,0,0,0,15,17
2,70000,1000,5,2,1,0,1,0,1,0,15,23
1,35000,450,5,2,1,0,0,0,1,0,6,10
2,45000,700,5,2,1,0,0,0,0,1,5,17
1,30000,355,5,1,1,0,1,0,0,1,2,7
3,50000,1325,5,3,1,0,1,0,0,0,3,28
2,50000,950,5,2,0,1,1,0,0,0,4,8
1,42000,600,5,1,0,1,1,0,1,0,5,24
2,19500,905,5,2,1,0,1,0,1,0,16,32
3,90000,1500,5,3,1,0,1,0,0,0,6,10
1,60000,455,5,1,1,0,1,0,0,1,18,22
2,55000,850,5,2,1,0,0,0,1,0,3,3
3,40000,1100,5,2,0,1,0,1,0,1,21,22
1,40000,430,5,2,1,0,1,0,0,1,4,8
2,36000,650,5,2,1,0,1,0,1,0,10,12
2,45000,795,5,2,1,0,1,0,0,1,7,13
2,100000,800,5,2,1,0,1,0,0,0,9,12
1,42000,700,5,1,0,1,1,0,0,0,15,32
1,45000,450,5,2,1,0,0,1,0,0,5,7
2,40000,575,5,2,1,0,1,0,1,0,4,7
2,50000,650,5,3,1,0,0,0,0,0,0,3
1,11000,200,5,1,0,1,1,0,0,0,4,4
2,50000,1200,5,2,0,1,1,0,1,0,2,4
1,34000,656,5,2,0,1,1,0,0,1,16,23
3,93000,1600,5,3,1,0,0,1,1,0,18,27
3,69999,950,5,3,1,0,0,1,0,1,7,12
2,48000,719,5,2,1,0,0,1,1,0,14,20
3,55000,1100,5,3,1,0,0,0,0,1,15,16
4,1000000,3064,5,4,1,0,0,1,1,0,18,45
2,40000,650,5,2,1,0,1,0,1,0,15,15
3,130000,1450,5,5,1,0,1,0,1,0,9,10
2,75000,720,5,2,1,0,1,0,1,0,6,14
2,23000,670,5,2,0,1,1,0,1,0,1,20
3,200000,1350,5,3,1,0,0,0,0,0,1,5
3,55000,925,5,2,1,0,0,0,0,1,16,36
4,80000,1450,5,4,1,0,1,0,0,1,30,44
3,220000,1550,5,3,1,0,1,0,0,0,30,37
1,40000,420,5,2,1,0,0,1,1,0,5,7
2,35000,650,5,2,1,0,1,0,0,1,5,8
2,33003,700,5,2,1,0,0,1,0,0,3,7
5,450000,3400,5,5,1,0,1,0,1,0,2,5
2,65000,935,5,2,0,1,1,0,1,0,2,4
2,45000,980,5,2,1,0,1,0,1,0,0,5
4,280000,2800,5,4,1,0,0,1,0,0,2,9
2,55000,700,5,3,1,0,0,0,0,0,4,6
2,56000,720,5,2,1,0,1,0,1,0,12,22
2,55000,750,5,2,1,0,0,0,1,0,1,7
2,28000,700,5,2,1,0,1,0,0,0,4,12
2,150000,1000,5,3,1,0,1,0,1,0,4,9
5,300000,3000,5,5,1,0,1,0,0,0,2,22
1,50000,413,5,1,1,0,1,0,0,0,5,6
4,180000,1755,5,4,1,0,0,1,1,0,6,18
3,190000,1850,5,4,1,0,0,0,1,0,35,55
2,8000,890,5,2,1,0,1,0,0,1,4,4
3,75000,1200,5,3,1,0,1,0,1,0,5,12
3,83000,1100,5,3,1,0,0,0,0,0,9,20
1,32000,420,5,2,1,0,0,1,1,0,1,3
2,39000,630,5,2,1,0,0,1,0,1,6,7
4,150000,1705,5,3,1,0,0,1,1,0,16,29
3,190000,1300,5,3,1,0,0,0,0,0,1,7
3,160000,1355,5,3,1,0,1,0,0,0,30,45
1,25000,450,5,2,1,0,0,0,1,0,5,7
3,90000,1350,5,3,1,0,0,1,0,1,5,12
2,95000,825,5,2,1,0,0,0,0,0,17,22
1,30000,550,5,1,0,1,1,0,1,0,2,4
1,18500,430,5,1,1,0,0,1,0,1,5,7
1,18000,320,5,1,1,0,1,0,0,0,5,7
3,75000,1100,5,3,1,0,1,0,1,0,4,12
4,150000,1460,5,4,1,0,1,0,1,0,11,13
3,100000,1250,5,3,1,0,1,0,0,0,6,18
2,170000,1000,5,3,1,0,1,0,0,0,5,9
2,45000,710,5,2,1,0,1,0,0,1,8,16
3,200000,1350,5,3,1,0,0,0,0,0,1,5
2,20000,400,5,1,1,0,1,0,0,0,3,3
3,85000,1000,5,4,1,0,1,0,1,0,16,25
3,130000,1500,5,3,1,0,0,1,0,1,7,12
1,40000,500,5,1,0,1,1,0,1,0,3,6
4,250000,2000,5,4,1,0,0,0,0,0,33,42
1,15000,225,5,1,1,0,0,0,0,1,0,4
2,40000,650,5,2,1,0,1,0,0,0,12,19
2,48000,670,5,2,1,0,0,1,1,0,4,16
2,15000,610,5,1,1,0,0,0,1,0,0,6
1,28000,400,5,2,1,0,1,0,0,0,1,5
1,25000,340,5,1,1,0,1,0,0,1,13,23
2,34000,471,5,2,1,0,0,0,1,0,9,38
1,75000,550,5,2,1,0,1,0,0,0,6,8
2,45000,630,5,1,1,0,1,0,1,0,8,13
1,35000,500,5,2,0,1,1,0,1,0,1,8
1,32000,400,5,1,1,0,1,0,0,0,3,7
2,17000,1000,5,2,0,1,1,0,0,1,3,7
4,230000,1528,5,4,1,0,0,1,0,1,65,76
2,35000,650,5,2,1,0,1,0,1,0,5,7
1,8500,500,5,1,1,0,0,0,0,1,6,7
3,80000,850,5,2,1,0,1,0,1,0,19,30
1,55000,550,5,1,1,0,0,0,1,0,13,14
1,25000,430,5,2,1,0,0,1,0,1,7,21
3,40000,1030,5,3,1,0,0,1,0,0,10,14
1,15500,250,5,1,1,0,1,0,0,1,11,24
1,45000,500,5,2,1,0,0,0,0,1,9,16
4,180000,1750,5,4,1,0,0,0,1,0,9,31
2,51000,985,5,2,1,0,1,0,0,1,7,15
3,60000,1050,5,3,1,0,0,0,0,1,12,13
2,36000,700,5,2,1,0,1,0,0,1,4,15
3,180000,1200,5,3,1,0,1,0,1,0,10,12
3,75000,1000,5,3,1,0,1,0,0,0,6,12
2,8000,550,5,2,1,0,0,1,0,1,3,9
3,50000,806,5,2,0,1,1,0,1,0,2,4
3,100000,1400,5,3,1,0,1,0,0,0,22,30
1,16500,470,5,2,1,0,0,1,1,0,11,14
1,4500,475,5,1,0,1,1,0,0,1,3,4
2,34000,583,5,2,1,0,0,1,0,1,10,23
2,32000,475,5,2,1,0,0,0,0,1,8,12
2,50000,900,5,2,1,0,0,1,0,0,1,8
1,24000,500,5,1,1,0,1,0,1,0,3,7
2,62000,806,5,3,1,0,1,0,0,1,3,58
1,100000,400,5,1,1,0,1,0,0,0,9,10
1,21000,650,5,2,0,1,1,0,1,0,6,10
1,27000,550,5,2,0,1,1,0,1,0,4,15
1,10000,390,5,1,1,0,1,0,0,1,3,4
2,90000,994,5,2,1,0,1,0,1,0,2,2
1,8000,520,5,2,0,1,1,0,1,0,6,8
1,75000,575,5,1,1,0,0,1,1,0,1,9
3,230000,2750,5,3,1,0,1,0,0,1,53,60
1,15000,470,5,2,1,0,0,1,1,0,5,22
4,260000,2500,5,4,1,0,1,0,1,0,3,7
3,62000,1100,5,3,1,0,0,1,1,0,15,22
1,43500,480,5,2,1,0,1,0,0,0,6,7
2,62000,750,5,2,1,0,1,0,0,1,12,16
4,400000,2424,5,5,1,0,1,0,1,0,5,14
2,77500,724,5,2,1,0,0,0,1,0,19,21
1,30000,600,5,1,1,0,1,0,0,0,5,5
3,110000,1076,5,2,1,0,1,0,1,0,9,40
1,20000,800,5,2,0,1,1,0,0,1,3,4
3,150000,1300,5,3,1,0,1,0,1,0,6,7
1,55000,500,5,2,1,0,1,0,0,1,1,7
2,70000,700,5,2,1,0,0,0,1,0,0,8
2,65000,700,5,2,1,0,0,0,0,0,4,9
3,310000,2170,5,4,1,0,1,0,1,0,44,75
1,18000,225,5,2,1,0,0,0,0,1,18,24
1,48000,485,5,2,1,0,1,0,0,0,8,17
1,10000,225,5,1,0,1,1,0,0,1,7,8
1,32000,478,5,2,1,0,1,0,1,0,4,11
3,32000,1200,5,3,0,1,1,0,1,0,4,5
2,36000,620,5,2,1,0,0,1,1,0,3,14
1,22000,280,5,1,1,0,1,0,0,1,3,7
1,5500,385,5,1,1,0,0,1,0,1,3,9
3,15000,704,5,2,1,0,1,0,0,1,5,17
2,40000,710,5,2,1,0,1,0,0,1,3,4
1,28000,525,5,1,0,1,1,0,0,1,2,8
1,11000,390,5,1,1,0,1,0,1,0,0,4
2,40000,755,5,2,1,0,0,0,1,0,12,31
2,45000,700,5,2,1,0,1,0,0,1,3,7
2,180000,1000,5,3,1,0,0,0,1,0,6,10
3,160000,2000,5,3,1,0,0,1,0,0,0,30
2,36000,650,5,2,1,0,0,1,0,1,3,4
1,59000,470,5,1,1,0,0,0,1,0,26,42
1,40000,450,5,2,1,0,1,0,1,0,3,8
2,40000,625,5,2,0,1,1,0,1,0,6,10
2,72000,700,5,2,1,0,0,0,0,0,3,9
2,40000,600,5,2,1,0,0,1,0,1,4,10
2,16000,600,5,1,1,0,0,1,0,1,2,3
2,50000,1100,5,4,0,1,1,0,0,0,14,22
1,24000,370,5,1,1,0,0,1,1,0,5,8
2,65000,950,5,2,1,0,1,0,1,0,2,45
2,33000,825,5,2,0,1,1,0,0,1,12,13
2,27000,650,5,2,1,0,0,0,0,1,2,7
2,52000,750,5,2,1,0,1,0,1,0,2,9
3,95000,900,5,3,1,0,0,1,1,0,4,9
2,68000,805,5,3,1,0,1,0,1,0,12,68
2,48000,742,5,2,1,0,0,1,0,1,17,36
2,32000,550,5,2,1,0,1,0,1,0,4,7
2,42000,745,5,2,1,0,1,0,1,0,10,11
2,60000,800,5,2,1,0,0,1,0,0,2,7
3,51500,1265,5,3,1,0,0,1,0,1,10,28
3,130000,1800,5,3,0,1,1,0,0,1,10,16
1,25000,325,5,1,1,0,1,0,0,0,17,24
2,85000,902,5,2,1,0,1,0,1,0,41,41
3,98000,1233,5,4,1,0,1,0,1,0,14,68
2,100000,750,5,2,0,1,1,0,0,0,0,6
2,65000,600,5,2,1,0,0,0,0,1,14,17
1,23000,500,5,1,0,1,1,0,0,1,3,9
2,40000,600,5,2,1,0,1,0,0,1,15,20
3,45000,950,5,3,1,0,1,0,0,1,15,17
1,40000,680,5,4,0,1,1,0,0,0,5,7
1,23500,400,5,1,1,0,1,0,0,1,1,7
4,250000,2120,5,5,1,0,1,0,0,0,46,76
3,110000,1350,5,4,1,0,0,0,1,0,12,20
3,150000,1600,5,3,1,0,1,0,1,0,6,7
1,22000,430,5,1,1,0,0,1,0,1,4,6
4,150000,1937,5,5,1,0,1,0,1,0,20,30
2,75000,700,5,3,1,0,0,0,1,0,4,7
2,41000,780,5,2,1,0,1,0,0,1,14,18
4,150000,1300,5,4,1,0,1,0,1,0,5,13
3,150000,1350,5,3,1,0,1,0,1,0,18,32
2,53000,750,5,2,1,0,1,0,0,0,5,18
4,140000,1400,5,3,1,0,1,0,1,0,10,25
4,200000,2000,5,5,1,0,1,0,0,0,17,29
2,65000,850,5,2,1,0,1,0,0,0,10,31
1,48000,500,5,1,1,0,0,0,0,0,4,9
2,75000,900,5,2,0,1,1,0,0,1,10,15
2,39000,750,5,2,1,0,0,1,1,0,1,3
3,70000,1100,5,2,1,0,1,0,1,0,18,22
4,1200000,5000,5,4,1,0,1,0,1,0,4,15
1,25000,596,5,1,0,1,1,0,1,0,1,7
2,45000,680,5,2,1,0,0,0,0,1,3,4
4,190000,1950,5,4,1,0,1,0,0,1,11,21
3,140000,1350,5,3,1,0,1,0,1,0,18,32
1,35000,510,5,1,1,0,1,0,1,0,3,4
1,60000,500,5,1,1,0,1,0,0,0,5,7
1,15000,375,5,1,0,1,1,0,0,1,13,16
1,39000,500,5,1,1,0,0,1,0,0,2,7
3,190000,1500,5,3,1,0,1,0,1,0,8,10
3,84000,1000,5,3,1,0,1,0,0,0,18,21
3,68000,1260,5,3,1,0,0,1,0,1,27,58
